Index,Auto,Heating,Concentration,Batch,Sample,Date,Coefficient of Variation,Heating Block Temperature,Mixed,Rest Time (days),Coupon-to-Bath Wait Time (min),Relative Humidity,Nitrogen (Side from drop),Nitrogen (After blade),Formatted_Parameters,Report
26,TRUE,FALSE,15,13,1,2024-07-24,0.22053023661107232,25,TRUE,1,0,80,1,0,Index: 26; Auto: True; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 80; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized using non-solvent-induced phase separation (NIPS) with an automated robotic system. The polymer solution (15% w/w polysulfone in PolarClean solvent) was prepared at room temperature (25??C) using the automated mixing function of the robotic system. The solution was allowed to rest for 1 day in a sample vial before processing.

## Procedure
The polymer solution was drop-cast onto the substrate coupon with continuous dry nitrogen flow applied from the side to minimize humidity effects. After drop-casting, the solution was immediately blade-cast without nitrogen flow during this step. The cast film was transferred to the non-solvent bath without any waiting time (0 minutes coupon-to-bath wait time). The ambient relative humidity during synthesis was 80%.

## Experimental Parameters
- Experiment ID: 26
- Process: Fully automated
- Polymer concentration: 15.0% w/w
- Solution preparation: No heating, machine-mixed
- Rest period: 1 day
- Environmental conditions: 80% RH
- Humidity control: Side nitrogen flow during drop-casting only"
27,TRUE,FALSE,10,14,1,2024-07-26,0.20973045848339736,25,TRUE,1,0,54,1,0,Index: 27; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized using non-solvent-induced phase separation (NIPS) with an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared at room temperature (25??C) without additional heating. The solution was automatically mixed by the robotic system and allowed to rest for 1 day in a sample vial before processing.

## Procedure
1. The polymer solution was drop-cast onto the substrate coupon
2. Dry nitrogen was applied from the side during the drop-casting process to minimize humidity effects
3. The solution was blade-cast to form a uniform film
4. The cast film was immediately immersed in the NIPS bath (0 minute wait time)
5. No nitrogen flow was applied after blade-casting

## Conditions
- Experiment ID: 27
- Ambient relative humidity: 54%
- Process: Fully automated
- Temperature: Room temperature (25??C)

This experiment represents part of a systematic investigation into controlling membrane morphology through precise manipulation of processing parameters in an automated NIPS system."
28,TRUE,FALSE,12,14,1,2024-07-26,0.17957332492936234,25,TRUE,1,0,54,1,0,Index: 28; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized using non-solvent-induced phase separation (NIPS) with an automated robotic system (experiment index #28). A 12.0% w/w polysulfone solution was prepared in PolarClean solvent at room temperature (25??C) without additional heating. The solution was automatically mixed by the robotic system and allowed to rest for 1 day in a sample vial before processing.

## Casting Procedure
The polymer solution was drop-cast onto a substrate coupon with dry nitrogen flow applied from the side to minimize humidity effects. The solution was then blade-cast using the automated system. Immediately after blade casting (0.0 min wait time), the cast film was immersed in the NIPS bath to initiate phase separation. No nitrogen flow was applied after blade casting. The ambient relative humidity during synthesis was 54%.

## Notes
This experiment utilized full automation for solution preparation and casting, with specific humidity control measures (side nitrogen flow) to ensure reproducible membrane formation under controlled conditions."
29,TRUE,FALSE,14,14,1,2024-07-26,0.22182625155141475,25,TRUE,1,0,54,1,0,Index: 29; Auto: True; Heating: False; Concentration: 14.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID**: 29
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)

## Materials
- **Polymer**: Polysulfone (14.0% concentration)
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C without additional heating).
2. The mixed solution was allowed to rest in a sample vial for 1 day.
3. The solution was automatically drop-cast onto the substrate coupon.
4. Dry nitrogen was applied from the side during the drop-casting process to minimize humidity effects.
5. The solution was blade-cast without nitrogen flow after blading.
6. The cast film was immediately transferred to the NIPS bath (0.0 min wait time).
7. The entire process was conducted at 54% relative humidity.

This experiment utilized the automated robotic system for precise control over the membrane synthesis parameters, with specific attention to humidity control during the initial casting phase."
30,TRUE,FALSE,16,14,1,2024-07-26,0.073166153,25,TRUE,1,0,54,1,0,Index: 30; Auto: True; Heating: False; Concentration: 16.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #30

A polysulfone membrane was synthesized using an automated non-solvent-induced phase separation (NIPS) process. The polymer solution (16.0% polysulfone in PolarClean solvent) was prepared using the robotic mixing system at room temperature (25??C) without additional heating. After preparation, the solution was rested for 1 day in a sample vial before processing.

During the casting procedure, the polymer solution was automatically drop-cast onto the substrate coupon with dry nitrogen flow applied from the side to minimize humidity effects. The solution was then blade-cast under ambient conditions (54% relative humidity). Immediately after blade casting (0.0 min wait time), the cast film was immersed in the NIPS bath to initiate phase separation. No nitrogen flow was applied after the blade casting step.

This experiment represents one condition in a systematic investigation of processing parameters for automated membrane fabrication."
31,TRUE,FALSE,17,15,1,2024-08-26,0.12927306412076361,25,FALSE,0,0,67,1,0,Index: 31; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 67; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 31)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) under the following conditions:

- **Synthesis Method**: Fully automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Laminar dry nitrogen flow applied from the side during drop-casting
  - No nitrogen flow after blade-casting
  - Zero wait time between blade-casting and NIPS bath immersion
  - Ambient relative humidity: 67%

The experiment utilized the automated platform for precise control over the casting and immersion processes, while maintaining consistent environmental parameters throughout the membrane formation."
32,TRUE,FALSE,17,15,2,2024-08-26,0.10839704532264167,25,FALSE,0,0,67,1,0,Index: 32; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 67; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 32)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) under the following conditions:

- **Synthesis Method**: Fully automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Laminar dry nitrogen flow applied from the side during drop-casting
  - No nitrogen flow after blade-casting
  - Immediate immersion in NIPS bath after blade-casting (0 min wait time)
  - Ambient relative humidity: 67%

The experiment utilized automated blade-casting with immediate bath immersion to investigate membrane formation under high humidity conditions with controlled nitrogen exposure only during the initial drop-casting phase."
33,FALSE,FALSE,17,16,1,2024-08-30,0.046988371,25,FALSE,0,0,87,0,0,Index: 33; Auto: False; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 87; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 33
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Premixed manually at room temperature (25??C) without heating
- **Rest Period**: Solution used immediately after preparation (0 days rest)
- **Casting Conditions**:
  - Immediate immersion in non-solvent bath (0 min wait time)
  - High ambient humidity (87% RH)
  - No nitrogen flow applied at any stage of the process

## Procedure Summary
A 17% polysulfone solution was manually prepared in PolarClean solvent at room temperature without heating assistance. The freshly prepared solution was manually drop-cast onto the substrate and blade-cast to form a uniform film. The cast film was immediately immersed in the non-solvent bath (0 minute delay) to induce phase separation under high humidity conditions (87% RH). No humidity control measures (nitrogen flow) were implemented during the casting process."
34,FALSE,FALSE,17,16,2,2024-08-30,0.033306997,25,FALSE,0,0,87,0,0,Index: 34; Auto: False; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 87; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 34
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Premixed manually at room temperature (25??C) without heating
- **Solution Rest Time**: Used immediately after preparation (0 days)

## Casting Conditions
- **Ambient Conditions**: High relative humidity (87%)
- **Casting Process**: Manual blade casting
- **Post-Casting Treatment**: No nitrogen flow applied
- **Phase Separation**: Immediate immersion in non-solvent bath (0 min wait time)

This experiment represents a baseline manual synthesis protocol conducted under high humidity conditions without any specialized drying or waiting periods between casting and phase separation."
35,FALSE,FALSE,10,17,1,2024-09-06,0.15264924534806543,25,FALSE,0,0,84,0,0,Index: 35; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 84; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 35
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Preparation:** The polymer solution was used immediately after preparation (0 days rest time)
- **Casting Environment:** High humidity conditions (84% RH)
- **Casting Protocol:** 
  - The polymer solution was drop-cast onto the substrate
  - Blade casting was performed immediately
  - The cast film was immediately immersed in the non-solvent bath (0 minutes wait time)
  - No nitrogen flow was applied at any stage of the process

This experiment represents a baseline manual membrane synthesis process conducted under high humidity conditions without any specialized environmental controls or solution aging."
36,FALSE,FALSE,10,17,2,2024-09-06,0.15044917364845417,25,FALSE,0,0,84,0,0,Index: 36; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 84; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent
- **Preparation Method**: Manual preparation without heating (ambient temperature 25??C)
- **Solution Handling**: Premixed manually with no rest period (used immediately)
- **Casting Conditions**: 
  - No wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (84%)
  - No nitrogen flow applied at any stage of the process

## Procedure Summary
A polysulfone membrane was synthesized manually using the non-solvent-induced phase separation (NIPS) technique. The polymer solution (10% polysulfone in PolarClean) was prepared at room temperature without heating assistance. Immediately after preparation, the solution was blade-cast onto the substrate and directly immersed into the non-solvent bath without delay. The synthesis was conducted under high humidity conditions (84% RH) without any humidity control measures such as nitrogen flow."
37,TRUE,FALSE,17,18,1,2024-09-09,0.017586781411988994,25,FALSE,0,0,82,0,0,Index: 37; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 82; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 37
- **Synthesis Method**: Automated robotic system
- **Polymer**: Polysulfone at 17.0% concentration in PolarClean solvent
- **Processing Conditions**:
  - Pre-mixed polymer solution (not mixed by robot)
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest period (used immediately after preparation)
  - Zero wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (82%)
  - No nitrogen flow applied at any stage of the process

## Methodology
The experiment utilized an automated robotic system to synthesize polysulfone membranes via non-solvent-induced phase separation. A pre-mixed 17% polysulfone solution in PolarClean was prepared at room temperature without heating. The solution was immediately drop-cast onto the substrate, blade-cast to form a uniform film, and then directly immersed into the non-solvent bath without any delay. The process was conducted under high humidity conditions (82% RH) without any humidity control measures such as nitrogen flow."
38,TRUE,FALSE,17,18,2,2024-09-09,0.017871398448057702,25,FALSE,0,0,82,0,0,Index: 38; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 82; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 38
- **Synthesis Method**: Automated robotic system
- **Polymer**: Polysulfone at 17.0% concentration in PolarClean solvent
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - Pre-mixed polymer solution used (not diluted by robot)
  - No solution rest time (used immediately after preparation)
  - Zero wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (82%)
  - No nitrogen flow applied at any stage of the process

## Methodology
The experiment utilized an automated robotic system to synthesize polysulfone membranes via non-solvent-induced phase separation. The pre-mixed 17% polysulfone solution in PolarClean was directly blade-cast onto the substrate and immediately immersed in the non-solvent bath without any waiting period. The process was conducted under high humidity conditions without environmental control measures (no nitrogen flow).

This experiment represents standard automated NIPS processing without additional processing modifications such as heating, extended rest times, or humidity control measures."
39,TRUE,FALSE,17,19,1,2024-09-11,0.17666576473698284,25,FALSE,0,0,68,1,0,Index: 39; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 68; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 39)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) under the following conditions:

- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Laminar dry nitrogen flow applied from the side during drop-casting
  - No nitrogen flow after blade-casting
  - Zero wait time between blade-casting and NIPS bath immersion
  - Ambient relative humidity: 68%

The experiment utilized automated blade-casting followed by immediate immersion in the non-solvent bath to induce phase separation and membrane formation."
40,TRUE,FALSE,17,19,2,2024-09-11,0.12926783038224957,25,FALSE,0,0,68,1,0,Index: 40; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 68; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 40
- **Synthesis Method**: Automated robotic system
- **Polymer**: Polysulfone at 17.0% concentration in PolarClean solvent
- **Processing Conditions**:
  - Pre-mixed polymer solution (not mixed by robot)
  - No heating during mixing (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Zero wait time between blade casting and NIPS bath immersion
  - Ambient relative humidity: 68%

## Environmental Control
- Dry nitrogen flow was applied from the side during drop-casting
- No nitrogen flow was applied after blade casting

## Procedure
The experiment utilized an automated robotic system to synthesize polysulfone membranes via non-solvent-induced phase separation. A pre-mixed 17% polysulfone solution in PolarClean was prepared at room temperature without heating. The solution was drop-cast onto the substrate with nitrogen flow applied from the side to minimize humidity effects. After blade casting, the sample was immediately transferred to the NIPS bath (0-minute wait time) without additional nitrogen flow. The synthesis was conducted under relatively high humidity conditions (68% RH)."
41,TRUE,FALSE,17,20,1,2024-09-11,0.012263572118082341,25,FALSE,0,0,68,0,0,Index: 41; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 41
- **Synthesis Method**: Automated NIPS process using robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  * No heating during solution preparation (ambient temperature of 25??C)
  * No solution rest period (used immediately after preparation)
  * Zero wait time between blade casting and NIPS bath immersion
  * Ambient relative humidity of 68% during synthesis
  * No nitrogen flow applied at any stage of the process

## Methodology
The experiment utilized our automated robotic system to synthesize polysulfone membranes via non-solvent-induced phase separation. The polymer solution was prepared manually at 17% concentration and immediately processed without a rest period. After blade casting, the sample was immediately immersed in the NIPS bath without any waiting period or protective nitrogen environment, despite the relatively high ambient humidity (68%).

This experiment represents baseline automated processing conditions without any special treatments or modifications to the standard NIPS procedure."
42,TRUE,FALSE,17,20,2,2024-09-11,0.019918058874793046,25,FALSE,0,0,68,0,0,Index: 42; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 68; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID:** 42
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone at 17.0% concentration
- **Solvent:** PolarClean
- **Environmental Conditions:** 68% relative humidity

## Procedure
The experiment utilized our robotic system for membrane synthesis. A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or mixing by the robot. The solution was used immediately after preparation (0 days rest time). The polymer solution was drop-cast onto the substrate and blade-cast without nitrogen protection. The cast film was immediately immersed in the non-solvent bath (0.0 minutes wait time) to induce phase separation. All processing was conducted at ambient temperature (25??C) without heating.

## Notes
This experiment represents a fully automated membrane synthesis process using premixed polymer solution under standard conditions without environmental controls (no nitrogen protection) at relatively high humidity."
43,TRUE,FALSE,10,21,1,2024-09-13,0.19746185258993565,25,FALSE,0,0,76,0,0,Index: 43; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 76; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 43
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 10.0% concentration
- **Solvent**: PolarClean
- **Environmental Conditions**: 76% relative humidity

## Procedure
The membrane was synthesized using an automated robotic system. A premixed polysulfone solution (10.0% concentration in PolarClean) was used without additional heating or mixing by the robot. The solution was used immediately after preparation (0 days rest time) for blade casting. Following blade casting, the sample was immediately immersed in the NIPS bath (0.0 minutes wait time). No nitrogen flow was applied either during drop casting or after blade casting.

## Notes
The synthesis was conducted at ambient temperature (25??C) under relatively high humidity conditions (76% RH), which may influence the membrane morphology and performance characteristics."
44,TRUE,FALSE,10,21,2,2024-09-13,0.0879544,25,FALSE,0,0,76,0,0,Index: 44; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 76; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 44
- **Synthesis Method**: Automated NIPS process using robotic system
- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest period (used immediately after preparation)
  - Zero wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (76%)
  - No nitrogen flow applied at any stage of the process

## Methodology
The experiment utilized our automated robotic system to fabricate polysulfone membranes via non-solvent-induced phase separation. A premixed 10% polysulfone solution in PolarClean was drop-cast onto the substrate and immediately blade-cast without heating. The cast film was then directly immersed into the non-solvent bath (0 minute wait time) under high humidity conditions (76% RH) without any humidity control measures (no nitrogen flow).

This experiment represents baseline automated processing conditions without thermal assistance, extended solution aging, or atmospheric controls."
45,TRUE,FALSE,17,22,1,2024-09-17,0.1875389813420076,25,FALSE,0,0,66,1,0,Index: 45; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 66; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 45)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) under the following conditions:

- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Laminar dry nitrogen flow applied to the side during drop-casting
  - No nitrogen flow after blade-casting
  - Zero wait time between blade-casting and NIPS bath immersion
  - Ambient relative humidity: 66%

The experiment utilized the automated robotic system for precise membrane casting while controlling environmental factors through selective nitrogen application during the initial drop-casting phase only."
46,TRUE,FALSE,12,23,1,2024-09-19,0.04428787,25,TRUE,0,0,74,0,0,Index: 46; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 74; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 46
- **Synthesis Method**: Automated robotic system
- **Polymer**: Polysulfone at 12.0% concentration in PolarClean solvent
- **Processing Conditions**:
  - Solution mixed by robotic system at room temperature (25??C)
  - No heating applied during mixing
  - No rest period after mixing (used immediately)
  - Zero wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (74%)
  - No nitrogen flow applied at any stage

## Methodology
The membrane was synthesized using non-solvent-induced phase separation (NIPS) technique. The polysulfone solution was automatically prepared by the robotic system at room temperature without heating. After mixing, the solution was immediately drop-cast onto the substrate, followed by blade casting. The cast film was then immediately immersed in the NIPS bath without any waiting period. The entire process was conducted under high humidity conditions (74% RH) without any humidity control measures such as nitrogen flow."
47,TRUE,FALSE,12,23,2,2024-09-19,0.036970658460201054,25,TRUE,0,0,74,0,0,Index: 47; Auto: True; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 74; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 47
- **Synthesis Method**: Automated robotic system
- **Polymer**: Polysulfone at 12.0% concentration in PolarClean solvent
- **Processing Conditions**:
  - Solution mixed by robotic system at room temperature (25??C)
  - No heating applied during mixing
  - No solution rest period (used immediately after mixing)
  - Zero wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (74%)
  - No nitrogen flow applied at any stage of the process

## Methodology
A polysulfone solution (12.0% w/w) was prepared in PolarClean solvent using the automated robotic system at room temperature. The solution was immediately blade-cast onto the substrate without a rest period. The cast film was immediately immersed into the non-solvent bath (0.0 minutes wait time) to induce phase separation. The entire process was conducted under ambient conditions with relatively high humidity (74% RH) without any humidity control measures (no nitrogen flow)."
48,TRUE,TRUE,12,24,1,2024-09-20,0.046817355,70,TRUE,0,0,73,0,0,Index: 48; Auto: True; Heating: True; Concentration: 12.0; Heating Block Temperature: 70; Mixed: True; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 73; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 48
- **Synthesis Method:** Automated non-solvent-induced phase separation (NIPS)
- **Polymer Solution:** 12.0% polysulfone in PolarClean solvent
- **Preparation Conditions:** 
  - Solution mixed automatically by robotic system
  - Heated mixing at 70??C
  - No rest period (used immediately after preparation)

## Processing Parameters
- **Casting Method:** Automated blade casting
- **Environmental Conditions:** 73% relative humidity
- **Wait Time:** 0 minutes between casting and bath immersion
- **Nitrogen Treatment:** None applied (neither during drop casting nor after blade casting)

This experiment utilized fully automated preparation and casting processes with heated solution mixing to ensure proper polymer dissolution. The membrane was immediately immersed in the non-solvent bath after blade casting, with no atmospheric exposure time."
49,TRUE,FALSE,17,25,1,2024-09-23,0.12851642960486237,25,FALSE,0,10,95,1,0,Index: 49; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 10.0; Relative Humidity: 95; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 49)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) under the following conditions:

- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent (premixed manually)
- **Processing Conditions**:
  - No heating during solution preparation (ambient temperature of 25??C)
  - No solution rest time (used immediately after preparation)
  - Laminar dry nitrogen flow applied from the side during drop-casting
  - No nitrogen flow after blade-casting
  - 10-minute delay between blade-casting and immersion in NIPS bath
  - High ambient relative humidity (95%)

The experiment utilized automated blade-casting followed by controlled immersion timing to investigate membrane formation under high humidity conditions with selective nitrogen protection during the initial casting phase."
50,TRUE,FALSE,17,26,1,2024-09-26,0.049257327020011316,25,FALSE,0,0.17,70,0,1,Index: 50; Auto: True; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.17; Relative Humidity: 70; Nitrogen (Side from drop): 0; Nitrogen (After blade): 1,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 50
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer:** Polysulfone (17.0% concentration)
- **Solvent:** PolarClean

## Procedure
A premixed polysulfone solution (17.0% concentration in PolarClean) was used without additional heating or robotic mixing. The solution was used immediately after preparation (0 days rest time). The robotic system drop-cast the polymer solution onto the substrate, followed by blade casting. After blade casting, the sample was subjected to laminar dry nitrogen flow to control humidity exposure. The coupon was then immersed in the NIPS bath after a brief wait time of 0.17 minutes.

## Environmental Conditions
- **Ambient Relative Humidity:** 70%
- **Heating Block Temperature:** 25??C (ambient, no active heating)

## Notes
The experiment utilized nitrogen flow only after blade casting, not during the initial drop-casting phase. The automated process maintained precise control over the short coupon-to-bath wait time (10.2 seconds)."
